Sat Nov 23 22:47:16 2024    /Users/haydentedrake/Desktop/UROP2024/pbh_mass/output.prof

         7689405 function calls (7644922 primitive calls) in 21.312 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/pathlib.py:180(_ParentSelector)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/pathlib.py:801(PurePosixPath)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/pathlib.py:811(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/ipaddress.py:20(AddressValueError)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/pathlib.py:1413(PosixPath)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/core/arrayprint.py:1278(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/lib/index_tricks.py:435(RClass)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/lib/polynomial.py:29(RankWarning)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/threading.py:1460(_DummyThread)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/threading.py:302(__exit__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/ma/core.py:797(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/ma/core.py:148(MAError)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/logging/__init__.py:1311(PlaceHolder)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/logging/__init__.py:1861(RootLogger)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/rcsetup.py:375(validate_fontsize_None)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/xml/etree/ElementPath.py:350(_SelectorContext)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/cffi/model.py:486(UnionType)
        3    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/ticker.py:1762(tick_values)
        2    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/transforms.py:971(y1)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/unicode.py:302(CJK)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/artist.py:633(set_snap)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/artist.py:881(get_clip_on)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/hatch.py:67(SouthEastHatch)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/hatch.py:48(NorthEastHatch)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/uuid.py:78(SafeUUID)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_tools.py:592(ViewsPositionsBase)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_bases.py:1234(DrawEvent)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/patches.py:2397(Square)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/patches.py:2655(Sawtooth)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/patches.py:3539(BracketA)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_mathtext.py:731(DejaVuSansFonts)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_managers.py:13(ToolTriggerEvent)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/axes/__init__.py:8(_SubplotBaseMeta)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/figure.py:2686(get_layout_engine)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/projections/__init__.py:85(get_projection_names)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/legend.py:1099(set_bbox_to_anchor)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/six.py:144(MovedAttribute)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/dateutil/parser/_parser.py:661(_result)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/calendar.py:99(__init__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/calendar.py:578(different_locale)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/legend_handler.py:398(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/mpl_toolkits/mplot3d/art3d.py:347(Collection3D)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/special/_sf_error.py:13(SpecialFunctionError)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/optimize/_optimize.py:510(_MaxFuncCallError)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/lib/index_tricks.py:761(__init__)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/lib/function_base.py:1320(_diff_dispatcher)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/core/_exceptions.py:34(__init__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/pathlib.py:1425(WindowsPath)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/core/arrayprint.py:1336(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/ma/core.py:840(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/exceptions.py:17(_ExceptionWordUnicodeSet)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/collections.py:216(get_transforms)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/patches.py:3500(Curve)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/patches.py:3661(Simple)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/patches.py:3996(get_mutation_scale)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/gridspec.py:731(SubplotParams)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/six.py:91(_LazyDescr)
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/core/_exceptions.py:56(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/core/_exceptions.py:98(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/pathlib.py:223(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/ctypes/_endian.py:48(BigEndianStructure)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/lib/shape_base.py:1257(<genexpr>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/threading.py:314(_is_owned)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_api/deprecation.py:20(MatplotlibDeprecationWarning)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/rcsetup.py:775(_DunderChecker)
        1    0.000    0.000    0.000    0.000 {built-in method _elementtree._set_factories}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_bases.py:1430(PickEvent)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/font_manager.py:917(_JSONEncoder)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/patches.py:3558(BracketB)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/patches.py:2907(Angle)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/dviread.py:740(Tfm)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_mathtext.py:950(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/units.py:161(Registry)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/_lib/_testutils.py:27(FPUModeChangeWarning)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/optimize/_optimize.py:154(OptimizeWarning)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/optimize/_optimize.py:1114(_LineSearchError)
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/dataclasses.py:178(__repr__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/pathlib.py:174(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/urllib/parse.py:336(ParseResult)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/lib/index_tricks.py:717(IndexExpression)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/polynomial/polyutils.py:47(RankWarning)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/ma/core.py:830(__init__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/ma/core.py:822(_DomainTan)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/ma/core.py:2378(__init__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_api/deprecation.py:311(_deprecated_parameter_class)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/exceptions.py:280(ParseSyntaxException)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/collections.py:540(get_hatch)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_bases.py:1169(_timer_set_single_shot)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_bases.py:3580(ShowBase)
        3    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_bases.py:3269(set_history_buttons)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/patches.py:3577(BracketAB)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/patches.py:3617(BracketCurve)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_mathtext.py:1410(Hrule)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_mathtext.py:1420(Vrule)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_mathtext.py:1563(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/gridspec.py:603(num2)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/dates.py:1546(DayLocator)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/legend_handler.py:719(HandlerTuple)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/streamplot.py:249(StreamplotSet)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/core/_exceptions.py:80(_UFuncInputCastingError)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/colors.py:92(get_named_colors_mapping)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/PIL/__init__.py:77(UnidentifiedImageError)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/xml/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/collections.py:758(_get_default_facecolor)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_mathtext.py:1523(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_managers.py:20(ToolManagerMessageEvent)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/tri/_trirefine.py:12(TriRefiner)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/projections/polar.py:263(ThetaFormatter)
        3    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/ma/core.py:867(__init__)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/scale.py:96(__init__)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backends/backend_agg.py:276(option_image_nocomposite)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/exceptions.py:47(ComplexWarning)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/core/_exceptions.py:71(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/urllib/parse.py:144(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/urllib/parse.py:331(SplitResult)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/ipaddress.py:1131(_BaseConstants)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/core/fromnumeric.py:533(_swapaxes_dispatcher)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/core/_internal.py:244(c_void_p)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/ctypes/__init__.py:241(c_char_p)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/lib/index_tricks.py:262(OGridClass)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/ctypes/_endian.py:34(_swapped_struct_meta)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/_typing/__init__.py:73(_96Bit)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/lib/arraysetops.py:368(_intersect1d_dispatcher)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/ma/core.py:1125(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/threading.py:1236(daemon)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/ma/core.py:861(_DomainGreater)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/ma/core.py:84(MaskedArrayFutureWarning)
