Sat Nov 23 22:47:16 2024    /Users/haydentedrake/Desktop/UROP2024/pbh_mass/output.prof

         7689405 function calls (7644922 primitive calls) in 21.312 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/_osx_support.py:314(_override_all_archs)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/projections/polar.py:276(_AxisWrapper)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/sparse/_dok.py:539(dok_array)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/sparse/_bsr.py:750(bsr_matrix)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/_lib/decorator.py:46(get_init)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/optimize/_shgo_lib/_vertex.py:430(ConstraintWrapper)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:623(_calc_mode)
        6    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_enums.py:20(_generate_next_value_)
        3    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/axis.py:2284(get_label_position)
       10    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/transforms.py:1377(depth)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/core/arrayprint.py:493(_recursive_guard)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/PIL/PngImagePlugin.py:1093(_idat)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:5717(Dict)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/cm.py:599(changed)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_mathtext.py:1162(List)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/_lib/_ccallback.py:9(CData)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/interpolate/_fitpack2.py:1805(SmoothSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/pathlib.py:263(_PathParents)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/core/arrayprint.py:1245(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/tempfile.py:475(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/gzip.py:124(_WriteBufferStream)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/defusedxml/common.py:25(DTDForbidden)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/xml/etree/ElementTree.py:1091(_ListDataStream)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/defusedxml/common.py:88(_generate_etree_functions)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/cffi/model.py:192(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/util.py:101(_FifoCache)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/unicode.py:152(LatinB)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/unicode.py:244(Hiragana)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/unicode.py:312(Arabic)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:3509(PositionToken)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:4823(Located)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/collections.py:786(get_facecolor)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/artist.py:889(get_clip_path)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/artist.py:1073(set_in_layout)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/hatch.py:132(SmallCircles)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/plistlib.py:456(_BinaryPlistParser)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_mathtext.py:211(FontInfo)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/patches.py:2770(_Base)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_mathtext.py:1448(Glue)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_mathtext.py:1496(Kern)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/dates.py:567(DateFormatter)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/dates.py:597(ConciseDateFormatter)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/dateutil/rrule.py:1315(_genitem)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/legend.py:804(get_default_handler_map)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/sparse/_csr.py:247(csr_array)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/_lib/_threadsafety.py:9(ReentrancyError)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/optimize/_linesearch.py:24(LineSearchWarning)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/lib/arraysetops.py:133(_unique_dispatcher)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/core/_exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/core/numerictypes.py:425(_typedict)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/core/fromnumeric.py:1332(searchsorted)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/core/arrayprint.py:1222(IntegerFormat)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.promote_types}
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/lib/index_tricks.py:144(__init__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/lib/index_tricks.py:562(__init__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/lib/stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/lib/npyio.py:42(BagObj)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/ma/extras.py:213(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/unicode.py:320(Hebrew)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:3622(StringStart)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:3639(StringEnd)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/exceptions.py:253(ParseException)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:4984(OneOrMore)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/artist.py:1105(get_zorder)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/hatch.py:87(Shapes)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_tools.py:308(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/plistlib.py:631(_BinaryPlistWriter)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/text.py:846(get_fontsize)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/patches.py:2552(__init__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_mathtext.py:1206(Hlist)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_mathtext.py:939(ComputerModernFontConstants)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/layout_engine.py:106(PlaceHolderLayoutEngine)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/spines.py:545(__init__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/figure.py:91(bubble)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/axes/_base.py:2635(use_sticky_edges)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/six.py:108(MovedModule)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/calendar.py:195(__init__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/legend_handler.py:166(HandlerNpoints)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/legend_handler.py:314(HandlerPatch)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/tri/_triinterpolate.py:1156(_DOF_estimator_min_E)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/legend_handler.py:430(HandlerRegularPolyCollection)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/_lib/_testutils.py:32(PytestTester)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/optimize/_nonlin.py:936(BroydenSecond)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/interpolate/_fitpack2.py:1946(LSQSphereBivariateSpline)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/_utils/_inspect.py:142(<lambda>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/numbers.py:37(Number)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/ctypes/__init__.py:402(PyDLL)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/plistlib.py:283(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/widgets.py:1871(Cursor)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/dateutil/rrule.py:66(weekday)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/subprocess.py:695(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/logging/__init__.py:1373(disable)
        5    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/_lib/_pep440.py:446(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/urllib/parse.py:190(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/lib/index_tricks.py:109(nd_grid)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/_typing/__init__.py:10(NBitBase)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/lib/utils.py:104(_Deprecate)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/threading.py:532(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/pprint.py:80(_safe_key)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/colors.py:204(_sanitize_extrema)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_docstring.py:92(_ArtistPropertiesSubstitution)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/ticker.py:258(_set_locator)
        2    0.000    0.000    0.000    0.000 {method 'detach' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:5429(__del__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:5115(_NullToken)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:4598(_IndentGreater)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_tools.py:441(ToolYScale)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_managers.py:4(ToolEvent)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/axes/_base.py:4062(set_navigate)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/axis.py:550(_LazyTickList)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/units.py:72(AxisInfo)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/six.py:199(__get_module)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/calendar.py:118(__init__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/dateutil/tz/tz.py:1036(tzstr)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/legend.py:726(_get_loc)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/tri/_triinterpolate.py:1071(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/legend_handler.py:628(HandlerStem)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/streamplot.py:380(StreamMask)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/projections/geo.py:18(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/sparse/_csc.py:176(csc_array)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/typing.py:1291(__ror__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/lib/index_tricks.py:211(MGridClass)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/linalg/linalg.py:197(_assert_2d)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/ma/core.py:903(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/defusedxml/common.py:18(DefusedXmlException)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/cffi/error.py:22(VerificationMissing)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/cffi/error.py:28(PkgConfigError)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_tools.py:336(RubberbandBase)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_tools.py:384(ToolGrid)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_tools.py:938(ToolCopyToClipboardBase)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/patches.py:2829(Arc3)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/six.py:129(_LazyModule)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/tri/_trifinder.py:7(TriFinder)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/optimize/_highs/__init__.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/contextlib.py:65(_recreate_cm)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/pathlib.py:151(_Selector)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/urllib/parse.py:220(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/core/arrayprint.py:1341(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._reload_guard}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/_typing/_array_like.py:39(_SupportsArray)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/threading.py:445(Semaphore)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/PIL/_version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/cffi/model.py:482(StructType)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/util.py:168(UnboundedMemo)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:2437(_SingleCharLiteral)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/hatch.py:31(VerticalHatch)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_tools.py:451(ToolXScale)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_mathtext.py:1139(Accent)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_mathtext.py:1033(Box)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/widgets.py:1799(SubplotTool)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/six.py:178(__init__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/dateutil/tz/_factories.py:8(_TzSingleton)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/container.py:42(BarContainer)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/projections/polar.py:299(ThetaLocator)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/projections/polar.py:558(RadialTick)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/sparse/_base.py:21(SparseFormatWarning)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/sparse/_csr.py:370(csr_matrix)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/sparse/_coo.py:629(coo_array)
        2    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/urllib/parse.py:136(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/urllib/parse.py:323(DefragResult)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._set_promotion_state}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/threading.py:1409(Timer)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/ma/core.py:6844(_frommethod)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/logging/__init__.py:769(Filter)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/traceback.py:656(_ExceptionPrintContext)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_api/deprecation.py:226(deprecate_privatize_attribute)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/cbook.py:333(silent_list)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/PIL/_typing.py:32(SupportsRead)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/collections.py:387(<genexpr>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_bases.py:1261(ResizeEvent)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_tools.py:414(ToolFullScreen)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_tools.py:613(ToolBack)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_tools.py:638(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/json/decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_mathtext.py:1428(_GlueSpec)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_mathtext.py:1106(is_slanted)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/widgets.py:4093(Lasso)
        2    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/axes/_base.py:323(_setdefaults)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/axes/_base.py:96(_TransformedBoundsLocator)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/axes/_base.py:4083(set_navigate_mode)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/units.py:52(ConversionError)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/calendar.py:31(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/dates.py:817(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/legend_handler.py:208(HandlerNpointsYoffsets)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/legend_handler.py:521(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/_lib/_pep440.py:149(__ge__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/sparse/_base.py:25(SparseEfficiencyWarning)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/sparse/_csc.py:271(csc_matrix)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/optimize/_shgo_lib/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _signal.getsignal}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/typing.py:2563(final)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/dtypes.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/core/fromnumeric.py:2589(_ptp_dispatcher)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/core/arrayprint.py:1235(BoolFormat)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/lib/index_tricks.py:303(__init__)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/_typing/_array_like.py:44(_SupportsArrayFunc)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/traceback.py:90(_Sentinel)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/exceptions.py:273(ParseFatalException)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/hatch.py:140(LargeCircles)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_tools.py:374(ToolQuitAll)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_tools.py:399(ToolMinorGrid)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_tools.py:622(ToolForward)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_mathtext.py:1390(Rule)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_blocking_input.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/offsetbox.py:467(HPacker)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/dates.py:1442(YearLocator)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/dates.py:1780(ConciseDateConverter)
        4    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/_lib/_pep440.py:426(_parse_local_version)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/optimize/_optimize.py:3037(BracketError)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/scipy/integrate/_ivp/ivp.py:24(OdeResult)
        1    0.000    0.000    0.000    0.000 {method 'move_to_end' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of 'posix.ScandirIterator' objects}
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/pathlib.py:241(_DoubleRecursiveWildcardSelector)
